ZIP	latitude	longitude	STATE
28311	35.1659	-78.8911	NC
28314	35.062	-79.0293	NC
28315	35.1232	-79.4597	NC
28318	35.0465	-78.6041	NC
28320	34.5604	-78.7708	NC
28323	35.3039	-78.8466	NC
28326	35.2754	-79.1716	NC
28327	35.3558	-79.4206	NC
28328	35.0015	-78.3357	NC
28333	35.2829	-78.0151	NC
28337	34.682	-78.521	NC
28338	35.0998	-79.7547	NC
28339	35.3118	-78.7344	NC
28340	34.4629	-79.1361	NC
28341	35.1206	-78.177	NC
28343	34.7633	-79.5777	NC
28344	35.1682	-78.6295	NC
28345	34.8773	-79.6738	NC
28347	35.0443	-79.5602	NC
28348	34.9267	-78.9187	NC
28349	34.9798	-77.9218	NC
28351	34.8786	-79.553	NC
28352	34.7674	-79.452	NC
28356	35.2219	-78.7754	NC
28357	34.9012	-79.0794	NC
28358	34.6004	-78.9413	NC
28360	34.6717	-79.0766	NC
28363	34.9883	-79.6232	NC
28364	34.7189	-79.325	NC
28365	35.1791	-78.0633	NC
28366	35.2346	-78.3613	NC
28369	34.427	-79.0266	NC
28371	34.9064	-78.9896	NC
28372	34.6938	-79.1803	NC
28373	35.0842	-79.5008	NC
28374	35.2004	-79.4642	NC
28376	34.9927	-79.2455	NC
28377	34.8347	-79.2154	NC
28379	34.9315	-79.7948	NC
28382	34.9879	-78.5005	NC
28383	34.5787	-79.2767	NC
28384	34.7958	-78.9666	NC
28385	35.0397	-78.4959	NC
28386	34.8538	-79.1261	NC
28387	35.1771	-79.3888	NC
28390	35.2225	-78.9666	NC
28391	35.0234	-78.6925	NC
28392	34.7509	-78.8133	NC
28393	34.9651	-78.1864	NC
28394	35.2118	-79.2534	NC
28395	35.1609	-78.7373	NC
28396	34.9405	-79.4251	NC
28398	34.9915	-78.0732	NC
28399	34.7802	-78.73	NC
28401	34.2735	-77.9636	NC
28403	34.2218	-77.8801	NC
28405	34.2643	-77.8673	NC
28409	34.1503	-77.8685	NC
28411	34.2984	-77.7955	NC
28412	34.1342	-77.9199	NC
28420	34.0762	-78.4757	NC
28421	34.5274	-78.1761	NC
28422	34.0175	-78.1698	NC
28423	34.2741	-78.4039	NC
28425	34.5529	-77.9297	NC
28429	34.3434	-77.9034	NC
28430	34.2897	-78.9273	NC
28431	34.3343	-78.8456	NC
28432	34.1854	-78.7876	NC
28433	34.4952	-78.6314	NC
28434	34.461	-78.4574	NC
28435	34.4074	-78.1043	NC
28436	34.2778	-78.2659	NC
28438	34.4197	-78.9044	NC
28439	34.3071	-79.0039	NC
28441	34.8066	-78.3909	NC
28442	34.2913	-78.5978	NC
28443	34.436	-77.6765	NC
28444	34.6889	-78.2662	NC
28445	34.5379	-77.5376	NC
28447	34.573	-78.2764	NC
28448	34.4816	-78.3148	NC
28449	33.9752	-77.9214	NC
28450	34.3412	-78.5189	NC
28451	34.2465	-78.11	NC
28452	33.9856	-78.5605	NC
28453	34.8793	-78.0795	NC
28454	34.6369	-77.727	NC
28455	34.1102	-78.6314	NC
28456	34.3712	-78.2799	NC
28457	34.448	-77.8821	NC
28458	34.8172	-78.0698	NC
28460	34.5269	-77.4227	NC
28461	33.9844	-78.0333	NC
28463	34.0965	-78.7788	NC
28464	34.7735	-78.0227	NC
28466	34.7598	-77.9078	NC
28467	33.9164	-78.5855	NC
28468	33.907	-78.523	NC
28469	33.9327	-78.4665	NC
28470	33.9617	-78.3993	NC
28471	34.6156	-78.0121	NC
28472	34.2915	-78.6771	NC
28478	34.6761	-78.0794	NC
28479	34.1223	-78.0589	NC
28480	34.2261	-77.7904	NC
28501	35.2356	-77.5287	NC
28504	35.2422	-77.648	NC
28508	35.1005	-77.8223	NC
28510	35.0042	-76.81	NC
28511	34.9032	-76.3599	NC
28512	34.6978	-76.7805	NC
28515	35.182	-76.7584	NC
28516	34.8781	-76.5608	NC
28518	34.8992	-77.7635	NC
28520	34.964	-76.2987	NC
28521	34.8225	-77.7345	NC
28523	35.1997	-77.2822	NC
28525	35.1408	-77.6948	NC
28526	35.2669	-77.3739	NC
28527	35.2868	-77.0293	NC
28528	34.7287	-76.5381	NC
28529	35.0774	-76.8714	NC
28530	35.3748	-77.4406	NC
28531	34.6712	-76.5374	NC
28537	35.2556	-76.5448	NC
28538	35.4288	-77.5614	NC
28539	34.6613	-77.2567	NC
28540	34.7187	-77.4961	NC
28542	34.645	-77.3201	NC
28543	34.7351	-77.3786	NC
28544	34.7357	-77.3072	NC
28547	34.692	-77.348	NC
28551	35.3202	-77.7781	NC
28552	35.3045	-76.5738	NC
28553	34.7308	-76.5223	NC
28555	34.8711	-77.2359	NC
28556	35.1097	-76.693	NC
28557	34.7371	-76.7629	NC
28560	35.1549	-76.9708	NC
28562	35.0807	-77.1186	NC
28570	34.7854	-76.8949	NC
28571	35.052	-76.6994	NC
28572	35.0276	-77.7425	NC
28573	35.0042	-77.2113	NC
28574	34.8618	-77.6018	NC
28577	34.9059	-76.4007	NC
28578	35.2024	-77.8844	NC
28579	34.8086	-76.5147	NC
28580	35.4568	-77.7128	NC
28581	34.8665	-76.4287	NC
28582	34.7598	-77.1455	NC
28584	34.7308	-77.0986	NC
28585	35.0645	-77.45	NC
28586	35.3185	-77.1842	NC
28587	35.2124	-76.6374	NC
28594	34.6645	-77.0307	NC
28601	35.7765	-81.3263	NC
28602	35.6763	-81.3832	NC
28604	36.1783	-81.8371	NC
28605	36.0671	-81.7829	NC
28606	36.0493	-81.3189	NC
28607	36.2197	-81.652	NC
28608	36.2096	-81.6921	NC
28609	35.6785	-81.0539	NC
28610	35.7336	-81.1382	NC
28611	35.9971	-81.7223	NC
28612	35.6644	-81.5346	NC
28613	35.739	-81.2088	NC
28615	36.446	-81.6554	NC
28617	36.4806	-81.3758	NC
28618	36.201	-81.5173	NC
28621	36.3063	-80.836	NC
28622	36.1861	-81.9468	NC
28623	36.5251	-80.969	NC
28624	36.1234	-81.4178	NC
28625	35.8649	-80.888	NC
28626	36.2888	-81.5044	NC
28627	36.4378	-81.0151	NC
28630	35.825	-81.4236	NC
28631	36.551	-81.4239	NC
28634	35.9716	-80.7558	NC
28635	36.336	-81.1287	NC
28636	35.9468	-81.0641	NC
28637	35.7186	-81.4177	NC
28638	35.8452	-81.4762	NC
28640	36.404	-81.4087	NC
28642	36.2206	-80.819	NC
28643	36.5289	-81.5438	NC
28644	36.436	-81.2497	NC
28645	35.9748	-81.5383	NC
28649	36.3244	-81.2083	NC
28650	35.5752	-81.1498	NC
28654	36.0618	-81.1446	NC
28655	35.7513	-81.7392	NC
28657	36.0245	-81.9487	NC
28658	35.6361	-81.2406	NC
28659	36.1685	-81.079	NC
28660	35.9674	-80.8569	NC
28663	36.5451	-81.2974	NC
28665	36.2099	-81.3728	NC
28668	36.385	-81.0189	NC
28669	36.2257	-80.9978	NC
28670	36.1928	-80.9229	NC
28672	36.4724	-81.3176	NC
28673	35.6086	-80.9966	NC
28675	36.5143	-81.1319	NC
28676	36.3355	-80.8614	NC
28677	35.7378	-80.9214	NC
28678	35.8374	-81.0597	NC
28679	36.2584	-81.8389	NC
28681	35.9228	-81.2208	NC
28682	35.5809	-80.961	NC
28683	36.3869	-80.918	NC
28684	36.3315	-81.6143	NC
28685	36.3472	-81.0408	NC
28689	36.0452	-80.9223	NC
28690	35.7313	-81.5761	NC
28691	36.227	-81.904	NC
28692	36.2819	-81.7981	NC
28693	36.4634	-81.5587	NC
28694	36.3582	-81.4711	NC
28697	36.132	-81.166	NC
28698	36.3161	-81.7547	NC
28701	35.708	-82.6427	NC
28702	35.3846	-83.6384	NC
28705	36.0532	-82.1968	NC
28708	35.2438	-82.8819	NC
28709	35.7637	-82.4052	NC
28711	35.6046	-82.3025	NC
28713	35.4542	-83.5712	NC
28714	35.8726	-82.3005	NC
28716	35.4367	-82.8613	NC
28717	35.0747	-83.095	NC
28718	35.1448	-82.6204	NC
28719	35.6154	-83.2168	NC
28721	35.6614	-82.9486	NC
28722	35.2458	-82.1119	NC
28723	35.268	-83.1212	NC
28726	35.2807	-82.4199	NC
28729	35.3209	-82.6032	NC
28730	35.5289	-82.3797	NC
28732	35.4438	-82.4772	NC
28733	35.4308	-83.8143	NC
28734	35.1762	-83.4354	NC
28735	35.4657	-82.2881	NC
28736	35.1789	-83.0855	NC
28739	35.2678	-82.5419	NC
28740	36.0111	-82.3129	NC
28741	35.0636	-83.216	NC
28742	35.3896	-82.6366	NC
28743	35.8179	-82.8517	NC
28745	35.5253	-82.9713	NC
28746	35.4637	-82.1861	NC
28747	35.1476	-82.9159	NC
28748	35.6522	-82.7538	NC
28751	35.5117	-83.1131	NC
28752	35.7116	-82.0363	NC
28753	35.8787	-82.6871	NC
28754	35.875	-82.508	NC
28756	35.337	-82.1694	NC
28761	35.6944	-81.91	NC
28762	35.6315	-82.1976	NC
28763	35.0379	-83.4092	NC
28766	35.2567	-82.6223	NC
28768	35.2812	-82.6815	NC
28771	35.3413	-83.8603	NC
28772	35.1097	-82.8502	NC
28773	35.2564	-82.3106	NC
28774	35.0919	-82.9995	NC
28775	35.0192	-83.3211	NC
28777	35.9018	-82.0727	NC
28778	35.6174	-82.4056	NC
28779	35.3595	-83.1966	NC
28781	35.2213	-83.655	NC
28782	35.2159	-82.2348	NC
28783	35.2373	-83.0252	NC
28785	35.5926	-83.0169	NC
28786	35.4632	-82.9911	NC
28789	35.4312	-83.2794	NC
28790	35.2012	-82.486	NC
28791	35.3596	-82.5096	NC
28801	35.5936	-82.5577	NC
28803	35.5295	-82.5193	NC
28804	35.6491	-82.5621	NC
28806	35.5735	-82.6144	NC
28901	35.2063	-83.8042	NC
28902	35.0192	-83.9552	NC
28904	35.0623	-83.7294	NC
28905	35.1587	-83.9297	NC
28906	35.1183	-84.1335	NC
28909	34.9999	-83.903	NC
29001	33.7713	-80.1589	SC
29003	33.2354	-80.9749	SC
29006	33.911	-81.5515	SC
29009	34.4387	-80.378	SC
29010	34.2142	-80.2695	SC
29014	34.5473	-81.1475	SC
29015	34.4403	-81.3383	SC
29016	34.1992	-80.9939	SC
29018	33.3451	-80.6512	SC
29020	34.3125	-80.5977	SC
29030	33.611	-80.6571	SC
29031	34.6032	-81.4242	SC
29032	34.3533	-80.4733	SC
29036	34.1471	-81.3326	SC
29037	34.2234	-81.8716	SC
29038	33.3732	-80.9757	SC
29039	33.4187	-80.9059	SC
29040	34.0261	-80.4575	SC
29042	33.3303	-81.1529	SC
29044	33.9215	-80.6865	SC
29045	34.1868	-80.8173	SC
29046	34.1014	-80.1556	SC
29047	33.5074	-80.5706	SC
29048	33.3759	-80.2988	SC
29051	33.8601	-80.114	SC
29052	33.8423	-80.7413	SC
29053	33.8247	-81.1183	SC
29054	33.9322	-81.3779	SC
29055	34.5385	-80.9317	SC
29056	33.6015	-79.9878	SC
29058	34.5483	-80.7525	SC
29059	33.3279	-80.4179	SC
29061	33.878	-80.8512	SC
29063	34.141	-81.2033	SC
29065	34.2758	-81.2871	SC
29067	34.5467	-80.5339	SC
29069	34.1763	-80.0802	SC
29070	33.8803	-81.432	SC
29075	34.2008	-81.3774	SC
29078	34.1922	-80.7043	SC
29080	34.006	-80.0784	SC
29081	33.1112	-81.0228	SC
29082	32.9947	-80.9636	SC
29101	34.4903	-80.2473	SC
29102	33.6399	-80.187	SC
29104	33.9987	-80.2126	SC
29105	33.789	-81.582	SC
29107	33.5249	-81.1175	SC
29108	34.2977	-81.6248	SC
29111	33.78	-80.0165	SC
29112	33.6261	-81.092	SC
29113	33.4325	-81.1263	SC
29114	33.9596	-79.9368	SC
29115	33.4726	-80.8429	SC
29117	33.4985	-80.8489	SC
29118	33.5656	-80.8895	SC
29123	33.7647	-81.2573	SC
29125	33.7201	-80.46	SC
29126	34.32	-81.4224	SC
29127	34.1767	-81.5153	SC
29128	34.0887	-80.5209	SC
29129	33.8252	-81.6613	SC
29130	34.3264	-80.893	SC
29133	33.374	-80.8061	SC
29135	33.712	-80.8743	SC
29137	33.5919	-81.3325	SC
29138	34.0423	-81.7942	SC
29142	33.4568	-80.5282	SC
29145	34.2229	-81.7669	SC
29146	33.5029	-81.2775	SC
29148	33.5801	-80.3605	SC
29150	33.8714	-80.351	SC
29152	33.9757	-80.4678	SC
29153	33.9527	-80.3065	SC
29154	33.8753	-80.432	SC
29160	33.7335	-81.0886	SC
29161	34.1045	-79.9398	SC
29162	33.8784	-79.9907	SC
29163	33.4177	-80.4421	SC
29164	33.6588	-81.4262	SC
29166	33.8866	-81.7395	SC
29168	33.8611	-80.5524	SC
29169	33.9971	-81.0976	SC
29170	33.9387	-81.1456	SC
29172	33.9065	-81.0728	SC
29175	34.4336	-80.6015	SC
29178	34.468	-81.5663	SC
29180	34.3769	-81.102	SC
29201	33.986	-81.0289	SC
29203	34.1047	-81.0472	SC
29204	34.0291	-80.9999	SC
29205	33.9899	-80.9969	SC
29206	34.028	-80.9584	SC
29207	34.0112	-80.9432	SC
29208	33.9984	-81.028	SC
29210	34.0429	-81.1097	SC
29223	34.0563	-80.8447	SC
29229	34.1383	-80.8894	SC
29301	34.9346	-82.0148	SC
29302	34.8935	-81.8423	SC
29303	34.9932	-81.9725	SC
29306	34.8987	-81.9205	SC
29307	34.9833	-81.8329	SC
29316	35.0406	-81.9746	SC
29321	34.7238	-81.7338	SC
29322	35.1214	-82.135	SC
29323	35.129	-81.9096	SC
29325	34.4937	-81.8245	SC
29330	35.0538	-81.8045	SC
29332	34.2612	-81.9731	SC
29334	34.9051	-82.1245	SC
29335	34.6678	-81.8832	SC
29340	34.9831	-81.5938	SC
29341	35.1182	-81.7107	SC
29349	35.0705	-82.0687	SC
29351	34.3931	-81.828	SC
29353	34.8297	-81.6546	SC
29355	34.3574	-81.7585	SC
29356	35.1416	-82.2539	SC
29360	34.5001	-82.0502	SC
29365	34.9839	-82.1701	SC
29369	34.8642	-82.024	SC
29370	34.3496	-81.961	SC
29372	34.9093	-81.7076	SC
29374	34.7882	-81.8531	SC
29376	34.8223	-81.9528	SC
29379	34.6752	-81.6184	SC
29384	34.3408	-82.0759	SC
29385	34.9717	-82.1001	SC
29388	34.7658	-82.0402	SC
29401	32.7786	-79.9375	SC
29404	32.8979	-80.0532	SC
29405	32.8504	-79.977	SC
29406	32.9283	-80.0203	SC
29407	32.7995	-79.9981	SC
29412	32.7085	-79.9507	SC
29414	32.8614	-80.1187	SC
29418	32.8891	-80.064	SC
29426	32.7829	-80.3719	SC
29429	32.9494	-79.676	SC
29431	33.2789	-79.869	SC
29432	33.2572	-80.7892	SC
29434	33.1191	-79.879	SC
29435	32.9359	-80.4801	SC
29436	33.3005	-80.2075	SC
29437	33.137	-80.4203	SC
29438	32.5718	-80.3185	SC
29440	33.3966	-79.3302	SC
29445	32.9967	-79.9881	SC
29446	32.6536	-80.5123	SC
29448	33.2467	-80.451	SC
29449	32.7002	-80.2817	SC
29450	33.0333	-79.7969	SC
29451	32.8163	-79.7412	SC
29453	33.194	-79.6697	SC
29455	32.7045	-80.0909	SC
29456	32.9814	-80.1164	SC
29458	33.1025	-79.4743	SC
29466	32.8758	-79.7929	SC
29468	33.4168	-80.0778	SC
29469	33.234	-80.1232	SC
29470	32.8164	-80.2456	SC
29471	33.1951	-80.6622	SC
29472	33.0447	-80.3194	SC
29474	32.9518	-80.5523	SC
29475	32.9838	-80.8296	SC
29477	33.1652	-80.575	SC
29479	33.4039	-79.9325	SC
29481	33.1147	-80.801	SC
29482	32.7657	-79.8375	SC
29483	33.0688	-80.1932	SC
29485	32.9508	-80.1998	SC
29487	32.6569	-80.1845	SC
29488	32.8903	-80.6936	SC
29492	32.917	-79.8941	SC
29501	34.2038	-79.8277	SC
29505	34.1222	-79.6914	SC
29506	34.2063	-79.6429	SC
29510	33.4414	-79.6154	SC
29511	33.9757	-79.1074	SC
29512	34.6294	-79.7076	SC
29516	34.4281	-79.6414	SC
29518	33.7874	-79.7942	SC
29520	34.6412	-79.9158	SC
29525	34.5549	-79.543	SC
29526	33.8744	-78.9706	SC
29527	33.7838	-79.1479	SC
29530	34.0012	-79.752	SC
29532	34.2811	-79.8536	SC
29536	34.4203	-79.3728	SC
29540	34.3801	-79.872	SC
29541	34.0688	-79.7496	SC
29543	34.288	-79.2603	SC
29544	34.0004	-79.2115	SC
29545	34.1653	-78.9688	SC
29546	33.8615	-79.326	SC
29547	34.4897	-79.3375	SC
29550	34.3942	-80.0772	SC
29554	33.6989	-79.3673	SC
29555	33.842	-79.4712	SC
29556	33.7044	-79.7556	SC
29560	33.8617	-79.7607	SC
29563	34.3579	-79.21	SC
29564	33.4621	-79.8351	SC
29565	34.3574	-79.502	SC
29566	33.8846	-78.6572	SC
29567	34.5593	-79.4308	SC
29568	33.8824	-78.7676	SC
29569	34.036	-78.9045	SC
29570	34.671	-79.5616	SC
29571	34.1277	-79.4233	SC
29572	33.7674	-78.7944	SC
29574	34.1752	-79.2611	SC
29575	33.63	-78.9768	SC
29576	33.5668	-79.0511	SC
29577	33.6975	-78.9055	SC
29580	33.5987	-79.5656	SC
29581	34.1974	-79.1163	SC
29582	33.8396	-78.6404	SC
29583	33.9741	-79.5786	SC
29584	34.5851	-80.0625	SC
29585	33.4695	-79.1245	SC
29588	33.6806	-79.0312	SC
29590	33.5652	-79.8265	SC
29591	33.9371	-79.765	SC
29592	34.2999	-79.4801	SC
29593	34.4493	-79.8138	SC
29596	34.7449	-79.8315	SC
29601	34.8481	-82.4028	SC
29605	34.7776	-82.3816	SC
29609	34.9134	-82.3888	SC
29613	34.9248	-82.4415	SC
29615	34.8553	-82.2946	SC
29617	34.9105	-82.4648	SC
29620	34.1801	-82.4203	SC
29621	34.5026	-82.6026	SC
29624	34.4372	-82.6263	SC
29625	34.5594	-82.7624	SC
29626	34.4531	-82.7633	SC
29627	34.518	-82.4777	SC
29628	34.1149	-82.5981	SC
29630	34.7406	-82.7986	SC
29631	34.6807	-82.8168	SC
29632	34.6745	-82.8355	SC
29635	35.075	-82.6388	SC
29638	34.3648	-82.3311	SC
29639	34.3048	-82.4274	SC
29640	34.889	-82.5764	SC
29642	34.777	-82.5648	SC
29643	34.5116	-82.9974	SC
29644	34.6663	-82.2034	SC
29645	34.5756	-82.1513	SC
29646	34.1486	-82.1385	SC
29649	34.243	-82.1431	SC
29650	34.8977	-82.2584	SC
29651	34.944	-82.2256	SC
29653	34.2998	-82.2261	SC
29654	34.4662	-82.3669	SC
29655	34.2825	-82.6396	SC
29657	34.7649	-82.6869	SC
29658	34.7364	-83.2815	SC
29659	34.2097	-82.6478	SC
29661	35.0678	-82.5295	SC
29662	34.778	-82.3054	SC
29664	34.8783	-83.1528	SC
29666	34.0949	-82.0079	SC
29667	34.7654	-82.7585	SC
29669	34.6401	-82.4109	SC
29670	34.6411	-82.7214	SC
29671	34.9353	-82.7193	SC
29673	34.7177	-82.4642	SC
29676	34.9333	-82.9604	SC
29680	34.6882	-82.2895	SC
29681	34.7683	-82.2238	SC
29682	34.8338	-82.8454	SC
29684	34.3788	-82.7204	SC
29685	34.9862	-82.8472	SC
29686	34.8975	-83.0398	SC
29687	34.9772	-82.326	SC
29688	35.1062	-82.363	SC
29689	34.5261	-82.8694	SC
29690	35.0666	-82.4163	SC
29691	34.7862	-83.0748	SC
29692	34.3899	-82.2517	SC
29693	34.6521	-83.1385	SC
29696	34.7792	-83.005	SC
29697	34.6271	-82.5465	SC
29702	35.118	-81.4832	SC
29704	34.8274	-80.9164	SC
29706	34.7181	-81.23	SC
29708	35.0468	-80.9849	SC
29709	34.7243	-80.1014	SC
29710	35.104	-81.2318	SC
29712	34.7952	-80.9804	SC
29714	34.7092	-80.9169	SC
29717	34.9626	-81.4407	SC
29718	34.6425	-80.3467	SC
29720	34.744	-80.7372	SC
29726	34.8556	-81.2317	SC
29727	34.7478	-80.2491	SC
29728	34.7699	-80.4216	SC
29729	34.6737	-81.0031	SC
29730	34.8863	-81.022	SC
29732	34.9701	-81.0803	SC
29741	34.7386	-80.1944	SC
29742	34.8727	-81.3905	SC
29743	35.0277	-81.4058	SC
29745	34.9858	-81.2152	SC
29801	33.5867	-81.6994	SC
29803	33.4546	-81.7022	SC
29805	33.6556	-81.6222	SC
29808	33.2541	-81.6172	SC
29809	33.4181	-81.6872	SC
29810	33.0062	-81.4022	SC
29812	33.2071	-81.3501	SC
29817	33.3665	-81.2863	SC
29819	34.0447	-82.2151	SC
29821	33.6246	-82.112	SC
29824	33.8128	-82.0158	SC
29827	32.8826	-81.327	SC
29828	33.5194	-81.8227	SC
29829	33.5781	-81.8593	SC
29831	33.3075	-81.8236	SC
29832	33.7963	-81.7986	SC
29835	33.9158	-82.2509	SC
29836	33.0984	-81.5253	SC
29838	33.7231	-82.2006	SC
29840	33.984	-82.4653	SC
29841	33.5274	-81.9382	SC
29842	33.4423	-81.8709	SC
29843	33.1736	-81.1559	SC
29845	33.8158	-82.2261	SC
29847	33.695	-81.8607	SC
29848	34.013	-82.3135	SC
29849	33.0578	-81.2132	SC
29851	33.5087	-81.8184	SC
29853	33.4076	-81.4201	SC
29856	33.4753	-81.5183	SC
29860	33.6135	-81.9774	SC
29902	32.4169	-80.6603	SC
29906	32.4512	-80.7483	SC
29910	32.2483	-80.8845	SC
29911	32.9516	-81.1549	SC
29916	32.7209	-80.9641	SC
29918	32.7102	-81.2419	SC
29920	32.3738	-80.554	SC
29922	32.6	-81.2391	SC
29924	32.9071	-81.0849	SC
29926	32.2293	-80.7493	SC
29927	32.2489	-81.0518	SC
29928	32.1624	-80.7545	SC
29929	32.9502	-80.9163	SC
29932	32.8648	-81.2275	SC
29934	32.6024	-81.1472	SC
29935	32.383	-80.6914	SC
29936	32.4962	-80.9408	SC
29940	32.5588	-80.7279	SC
29941	32.5715	-80.8211	SC
29943	32.4854	-81.1206	SC
29944	32.8271	-80.9905	SC
29945	32.6565	-80.7619	SC
30002	33.7723	-84.2613	GA
30005	34.0857	-84.2191	GA
30008	33.8969	-84.5881	GA
30011	34.0215	-83.8321	GA
30012	33.7179	-83.9985	GA
30013	33.6418	-83.9716	GA
30014	33.5805	-83.8213	GA
30016	33.5162	-83.9286	GA
30017	33.8885	-83.9634	GA
30019	33.9769	-83.8802	GA
30021	33.8067	-84.2394	GA
30022	34.0282	-84.2447	GA
30025	33.6544	-83.6942	GA
30030	33.7723	-84.291	GA
30032	33.7398	-84.2642	GA
30033	33.8135	-84.2842	GA
30034	33.692	-84.2485	GA
30035	33.725	-84.2051	GA
30039	33.7989	-84.0332	GA
30040	34.2507	-84.1797	GA
30044	33.9218	-84.0704	GA
30047	33.8706	-84.1127	GA
30052	33.8158	-83.893	GA
30054	33.6754	-83.8777	GA
30055	33.5085	-83.7396	GA
30056	33.4851	-83.653	GA
30058	33.7379	-84.1075	GA
30062	33.9995	-84.4683	GA
30064	33.9396	-84.6181	GA
30066	34.0334	-84.5085	GA
30067	33.9323	-84.462	GA
30068	33.969	-84.4328	GA
30069	33.9137	-84.5175	GA
30071	33.9396	-84.2062	GA
30075	34.0526	-84.3872	GA
30078	33.8608	-84.0166	GA
30079	33.7924	-84.2599	GA
30080	33.8703	-84.4992	GA
30082	33.854	-84.5357	GA
30083	33.7946	-84.1978	GA
30084	33.8548	-84.2167	GA
30087	33.811	-84.1322	GA
30088	33.7587	-84.179	GA
30092	33.9729	-84.2345	GA
30093	33.9095	-84.1774	GA
30097	34.0274	-84.1439	GA
30101	34.0422	-84.7153	GA
30102	34.1049	-84.6417	GA
30103	34.3675	-84.9224	GA
30104	34.088	-85.0642	GA
30105	34.4763	-85.1507	GA
30106	33.8349	-84.6287	GA
30107	34.3363	-84.3513	GA
30108	33.5357	-85.2588	GA
30110	33.7347	-85.1352	GA
30113	33.8466	-85.1796	GA
30114	34.2442	-84.5265	GA
30115	34.2055	-84.3991	GA
30116	33.5541	-85.0159	GA
30118	33.5723	-85.1036	GA
30121	34.209	-84.7761	GA
30122	33.7597	-84.6384	GA
30124	34.1248	-85.3551	GA
30125	33.9995	-85.2693	GA
30126	33.8157	-84.5518	GA
30127	33.8763	-84.6956	GA
30132	33.9914	-84.8623	GA
30137	34.1157	-84.7647	GA
30139	34.4331	-84.7127	GA
30141	33.8617	-84.7724	GA
30143	34.4556	-84.4457	GA
30144	34.0375	-84.593	GA
30145	34.2413	-84.9796	GA
30147	34.1412	-85.2204	GA
30148	34.4619	-84.2628	GA
30149	34.2906	-85.1893	GA
30157	33.8874	-84.8727	GA
30161	34.2387	-85.1645	GA
30165	34.3039	-85.2671	GA
30168	33.784	-84.5879	GA
30170	33.4243	-85.1766	GA
30171	34.3592	-84.7367	GA
30173	34.1329	-85.1416	GA
30175	34.545	-84.5326	GA
30176	33.7903	-85.3065	GA
30177	34.4602	-84.3166	GA
30178	34.1134	-84.9721	GA
30179	33.7852	-85.0218	GA
30180	33.7228	-84.9204	GA
30182	33.6622	-85.246	GA
30183	34.3374	-84.5964	GA
30184	34.2635	-84.7177	GA
30185	33.5183	-84.9129	GA
30189	34.1278	-84.5715	GA
30205	33.2661	-84.4681	GA
30206	33.0957	-84.4645	GA
30213	33.5833	-84.6212	GA
30214	33.4829	-84.4874	GA
30215	33.3873	-84.4573	GA
30216	33.2414	-83.8879	GA
30217	33.2848	-85.1196	GA
30218	33.1426	-84.5849	GA
30220	33.229	-84.8252	GA
30222	33.0392	-84.7539	GA
30223	33.2875	-84.277	GA
30224	33.2059	-84.2521	GA
30228	33.403	-84.3017	GA
30230	33.1537	-84.9132	GA
30233	33.2968	-83.9821	GA
30234	33.3288	-84.0209	GA
30236	33.5166	-84.3202	GA
30238	33.4949	-84.3817	GA
30240	33.0446	-85.1224	GA
30241	33.0206	-84.9584	GA
30248	33.352	-84.1022	GA
30251	33.1991	-84.7005	GA
30252	33.4678	-84.0601	GA
30256	33.0135	-84.3162	GA
30257	33.1454	-84.172	GA
30258	32.997	-84.4665	GA
30260	33.5839	-84.33	GA
30265	33.4161	-84.7067	GA
30268	33.5423	-84.7239	GA
30269	33.3948	-84.5711	GA
30273	33.583	-84.2719	GA
30274	33.5551	-84.4005	GA
30276	33.277	-84.584	GA
30277	33.3812	-84.6466	GA
30285	32.9771	-84.2403	GA
30286	32.8821	-84.3355	GA
30288	33.6528	-84.3271	GA
30290	33.4759	-84.5891	GA
30291	33.5716	-84.5404	GA
30292	33.1564	-84.3935	GA
30293	32.985	-84.6055	GA
30294	33.639	-84.2604	GA
30295	33.094	-84.3083	GA
30296	33.5578	-84.4429	GA
30297	33.6147	-84.3661	GA
30303	33.7533	-84.3894	GA
30305	33.835	-84.3889	GA
30306	33.7894	-84.3507	GA
30307	33.7711	-84.3339	GA
30309	33.7971	-84.3875	GA
30310	33.7273	-84.4256	GA
30311	33.7234	-84.4745	GA
30313	33.763	-84.3975	GA
30314	33.7575	-84.4309	GA
30315	33.7007	-84.3803	GA
30316	33.7129	-84.3331	GA
30318	33.7921	-84.4479	GA
30319	33.8788	-84.3359	GA
30322	33.7963	-84.3252	GA
30324	33.8198	-84.3573	GA
30326	33.8495	-84.3625	GA
30327	33.868	-84.4238	GA
30328	33.9325	-84.3858	GA
30329	33.826	-84.3232	GA
30330	33.706	-84.4365	GA
30331	33.7059	-84.5457	GA
30334	33.7491	-84.3882	GA
30336	33.7436	-84.5622	GA
30337	33.6404	-84.4498	GA
30338	33.9437	-84.3179	GA
30339	33.8748	-84.4629	GA
30340	33.8983	-84.2505	GA
30341	33.8875	-84.2899	GA
30342	33.8824	-84.3743	GA
30344	33.6734	-84.4634	GA
30345	33.8505	-84.2835	GA
30346	33.9238	-84.3383	GA
30349	33.6238	-84.5307	GA
30350	33.9793	-84.3334	GA
30354	33.6602	-84.3864	GA
30360	33.934	-84.2721	GA
30401	32.5888	-82.3388	GA
30410	32.1984	-82.4966	GA
30411	32.1244	-82.7952	GA
30413	32.908	-82.5179	GA
